 ;3;7;11;15;19;22;26;31;35;39;42;45;49;53;57;60;64;68;71;74;79;82;86;90;91;95;98;100;102;105;109;113;117;120;123;126;130;133;137;141;145;149;153;157;161;165;169;173;174;178;182;185;190;191;193;196;200;203;207;210;214;218;221;223;226;230;233;236;239;243;245;249;253;256;260;264;268;273;277;280;284;288;292;296;299;303;306;310;312;315;318;321;325;329;333;337;341;345;350;354;358;362;365;370;376;382;386;390;395;399;404;407;410;414;418;421;425;429;433;437;440;444;447;450;454;458;462;466;470;474;478;481;485;489;492;496;499;503;507;511;517;520;524;528;532;536;539;542;544;548;552;556;560;
probe\\IMG_001_L_1;0.691499;0.709280;0.512922;0.486683;0.648585;0.655817;0.626106;0.593847;0.425178;0.663825;0.654638;0.656809;0.682904;0.708163;0.687194;0.711285;0.446509;0.505761;0.538385;0.669662;0.454202;0.534851;0.704306;0.710195;0.344107;0.432072;0.648208;0.381636;0.607530;0.535995;0.656170;0.619090;0.558414;0.625856;0.667720;0.620530;0.555451;0.533120;0.705719;0.659392;0.639251;0.665132;0.698014;0.688694;0.690105;0.660367;0.616429;0.566454;0.391523;0.580188;0.572225;0.662855;0.655868;0.373002;0.437582;0.431184;0.687514;0.703693;0.598451;0.631493;0.674961;0.637167;0.661813;0.644424;0.657924;0.604466;0.658077;0.684458;0.709576;0.628139;0.614504;0.496191;0.429712;0.531281;0.591260;0.566086;0.471755;0.312076;0.609832;0.527971;0.518546;0.535046;0.575363;0.606615;0.578231;0.573981;0.630540;0.704788;0.566097;0.510777;0.648334;0.661181;0.605799;0.558232;0.627485;0.631879;0.675882;0.557036;0.637666;0.683079;0.541371;0.524667;0.455623;0.490705;0.535209;0.405637;0.709192;0.468483;0.659975;0.686551;0.603431;0.612782;0.637885;0.589059;0.652160;0.638403;0.704540;0.674283;0.603323;0.659229;0.513950;0.525846;0.551169;0.560092;0.656715;0.631950;0.705523;0.698116;0.650624;0.574032;0.540303;0.594470;0.648836;0.684831;0.689452;0.676621;0.703508;0.679869;0.625159;0.628371;0.674931;0.729960;0.437190;0.491327;0.496375;0.468167;0.507405;0.510160;0.706088;0.678864;0.646187;0.686043;0.587368;
probe\\IMG_001_R_1;0.703120;0.723496;0.547686;0.526361;0.657251;0.665464;0.636048;0.609221;0.452890;0.670047;0.667435;0.679658;0.690216;0.718544;0.702728;0.713728;0.482413;0.540859;0.562030;0.672118;0.484660;0.561402;0.719107;0.709694;0.380282;0.475660;0.662212;0.420810;0.632721;0.553853;0.695332;0.670247;0.583414;0.669191;0.702069;0.637196;0.579397;0.553323;0.725382;0.687335;0.672679;0.686269;0.711271;0.705610;0.706432;0.669122;0.622718;0.572029;0.429100;0.621418;0.590605;0.673816;0.664723;0.395030;0.476750;0.461171;0.691568;0.701479;0.616079;0.640819;0.688674;0.636942;0.663927;0.650258;0.667323;0.618742;0.666623;0.714461;0.721551;0.642338;0.631953;0.521922;0.456707;0.561032;0.607426;0.585502;0.500858;0.348980;0.641149;0.558899;0.535145;0.551889;0.608539;0.626555;0.608771;0.588627;0.664063;0.705709;0.590581;0.545893;0.670154;0.686021;0.632395;0.583472;0.656511;0.659855;0.682079;0.583433;0.652814;0.698797;0.574837;0.558163;0.495089;0.524665;0.560794;0.437721;0.735166;0.500721;0.679880;0.687757;0.629041;0.632739;0.643090;0.616169;0.686112;0.667004;0.739426;0.690317;0.630919;0.677689;0.549982;0.550144;0.573775;0.593122;0.664858;0.617719;0.714573;0.709846;0.670934;0.586797;0.566068;0.591099;0.641706;0.679456;0.703195;0.677098;0.720295;0.690727;0.634347;0.640169;0.678223;0.733781;0.487362;0.534843;0.538537;0.495989;0.518955;0.522996;0.705715;0.669404;0.652048;0.689158;0.614948;
probe\\IMG_002_L_1;0.578003;0.596468;0.591547;0.537133;0.609595;0.579938;0.564155;0.551810;0.441934;0.601739;0.641781;0.615999;0.565133;0.582760;0.630508;0.585420;0.492500;0.574457;0.590948;0.628406;0.509657;0.569212;0.585521;0.574408;0.380055;0.523200;0.615915;0.448098;0.602104;0.548353;0.669935;0.657248;0.590236;0.600000;0.639754;0.636030;0.588052;0.568797;0.642346;0.637437;0.603174;0.558780;0.631148;0.623843;0.632974;0.591585;0.605549;0.568398;0.425557;0.586081;0.593987;0.592710;0.621727;0.404393;0.493685;0.494005;0.617378;0.583762;0.571736;0.568369;0.605615;0.600740;0.619080;0.583647;0.583010;0.578804;0.630703;0.598955;0.618824;0.615700;0.639214;0.561267;0.487455;0.601848;0.569580;0.575253;0.538283;0.378755;0.642450;0.610380;0.544550;0.563088;0.613178;0.586149;0.577853;0.569113;0.657448;0.622714;0.621870;0.569927;0.647796;0.670827;0.594499;0.546316;0.637162;0.611027;0.544683;0.570098;0.603261;0.580867;0.550363;0.507256;0.529990;0.543965;0.588315;0.448750;0.654006;0.542790;0.549139;0.608658;0.628659;0.644093;0.605175;0.608168;0.558822;0.529747;0.616843;0.558744;0.579018;0.580309;0.580755;0.569840;0.541900;0.613574;0.598695;0.525613;0.554898;0.645675;0.622927;0.583082;0.569883;0.553447;0.553324;0.567563;0.656481;0.617592;0.611892;0.585482;0.620590;0.627547;0.536660;0.613393;0.544001;0.509660;0.545700;0.534347;0.487783;0.506684;0.587451;0.568457;0.572929;0.565099;0.605384;
probe\\IMG_002_R_1;0.524863;0.549433;0.546165;0.505558;0.543392;0.518994;0.514288;0.500438;0.406061;0.545707;0.583312;0.569765;0.506692;0.521607;0.568120;0.531016;0.447781;0.551556;0.526618;0.557832;0.473739;0.530177;0.521166;0.515484;0.355891;0.488918;0.562255;0.424576;0.535556;0.506808;0.627761;0.613952;0.539308;0.554676;0.565472;0.567569;0.543576;0.525281;0.578829;0.575341;0.537783;0.495954;0.560318;0.556809;0.573884;0.532637;0.545517;0.515697;0.396987;0.551406;0.548298;0.542166;0.559865;0.366659;0.474008;0.473359;0.544689;0.514039;0.533889;0.521736;0.539007;0.542776;0.562490;0.525359;0.533434;0.527058;0.575517;0.561361;0.556405;0.558593;0.583146;0.515059;0.463884;0.555409;0.504062;0.500810;0.504073;0.359751;0.565854;0.565376;0.492013;0.509205;0.563580;0.533814;0.528307;0.514720;0.588963;0.550513;0.560298;0.520526;0.577193;0.606970;0.529365;0.490706;0.577843;0.549985;0.481939;0.507394;0.535905;0.518134;0.485527;0.461933;0.492186;0.505956;0.510395;0.418208;0.582091;0.486810;0.485105;0.535148;0.571441;0.576029;0.539453;0.535099;0.510110;0.494290;0.556378;0.496551;0.521660;0.517027;0.538183;0.512797;0.496501;0.535439;0.542802;0.464994;0.496682;0.563063;0.571792;0.532144;0.522680;0.495294;0.495089;0.507280;0.589947;0.555470;0.566037;0.544001;0.547013;0.552863;0.483507;0.555036;0.503296;0.480928;0.489816;0.505944;0.448100;0.456622;0.513298;0.498414;0.519157;0.505185;0.553192;
probe\\IMG_003_L_1;0.662259;0.665856;0.564797;0.520974;0.678340;0.673061;0.631450;0.612069;0.435663;0.663763;0.672749;0.651004;0.672964;0.693622;0.701829;0.690465;0.472848;0.519303;0.579497;0.696461;0.472048;0.549995;0.702217;0.687030;0.355421;0.468513;0.665342;0.406192;0.639805;0.545750;0.699209;0.659311;0.600035;0.649724;0.670135;0.650922;0.585738;0.558650;0.709152;0.697603;0.664400;0.662155;0.708157;0.695178;0.714445;0.657017;0.645019;0.596202;0.392665;0.600971;0.599950;0.671527;0.683091;0.388889;0.456197;0.447758;0.701936;0.702445;0.601106;0.618069;0.673560;0.639803;0.661803;0.641796;0.638448;0.605266;0.674906;0.641957;0.710324;0.650316;0.642309;0.530674;0.444620;0.569988;0.621009;0.604590;0.504073;0.329857;0.659717;0.567034;0.555254;0.564612;0.608810;0.634994;0.600232;0.589398;0.674608;0.706885;0.607564;0.547146;0.699350;0.687274;0.630684;0.572858;0.676896;0.668788;0.659074;0.608273;0.664723;0.689897;0.557581;0.543338;0.497120;0.527967;0.584846;0.439937;0.728303;0.504400;0.666890;0.695186;0.638749;0.642157;0.654468;0.641368;0.637446;0.620897;0.714979;0.672285;0.617620;0.667770;0.540050;0.548364;0.565476;0.599466;0.661768;0.614632;0.673836;0.726367;0.676555;0.579764;0.554738;0.590347;0.646135;0.675396;0.705283;0.679599;0.688257;0.654144;0.648529;0.647393;0.637505;0.721523;0.479123;0.503194;0.554805;0.498914;0.511456;0.516655;0.706399;0.675557;0.643638;0.669601;0.596753;
probe\\IMG_003_R_1;0.668453;0.682360;0.536890;0.510032;0.647741;0.653636;0.619175;0.587198;0.430795;0.658732;0.651803;0.656722;0.673474;0.690069;0.677913;0.694312;0.460609;0.516271;0.552456;0.664065;0.456755;0.536194;0.697444;0.683646;0.356326;0.456131;0.640703;0.400460;0.610986;0.532246;0.689652;0.654915;0.569686;0.642959;0.675110;0.618829;0.568859;0.543213;0.703081;0.665727;0.644464;0.660733;0.690545;0.684141;0.692281;0.647254;0.615228;0.566166;0.391611;0.602807;0.574496;0.658097;0.652464;0.378306;0.457519;0.444178;0.675723;0.684960;0.612323;0.628076;0.654046;0.616725;0.650075;0.631898;0.643567;0.596498;0.654092;0.659642;0.706036;0.627371;0.622774;0.507530;0.442208;0.545941;0.586849;0.572140;0.487830;0.327217;0.621854;0.543310;0.526909;0.539381;0.590889;0.613890;0.582250;0.572377;0.650301;0.692579;0.579838;0.523906;0.657757;0.672041;0.607790;0.556583;0.644889;0.645216;0.647236;0.571972;0.636510;0.679487;0.554846;0.540907;0.477301;0.512061;0.549938;0.427278;0.707596;0.485964;0.659942;0.677010;0.609110;0.612527;0.630016;0.601116;0.651881;0.644915;0.719649;0.669480;0.609887;0.653566;0.526128;0.527712;0.558970;0.577800;0.649249;0.607366;0.681805;0.701099;0.655303;0.562641;0.545623;0.568756;0.633844;0.668601;0.691882;0.666575;0.700343;0.667623;0.616720;0.617563;0.641297;0.717767;0.466662;0.508891;0.523899;0.487483;0.510120;0.506572;0.690221;0.661515;0.634689;0.670794;0.588904;
probe\\IMG_004_L_1;0.544183;0.569542;0.485202;0.446896;0.542654;0.542730;0.513484;0.504576;0.357031;0.541941;0.560574;0.549533;0.538440;0.570013;0.577566;0.562319;0.402174;0.480128;0.490038;0.556102;0.420837;0.479974;0.564243;0.556276;0.296836;0.408464;0.556367;0.351604;0.527293;0.466753;0.597353;0.573622;0.520093;0.545777;0.585439;0.544230;0.492091;0.469591;0.593903;0.576544;0.551169;0.534093;0.590089;0.577510;0.586025;0.538997;0.519980;0.480990;0.336378;0.510247;0.508588;0.554685;0.560152;0.307598;0.401581;0.403855;0.561616;0.569342;0.497241;0.509491;0.558866;0.531188;0.548712;0.522862;0.529379;0.502362;0.555333;0.571843;0.582615;0.537879;0.537010;0.462009;0.391885;0.491614;0.504595;0.496278;0.435826;0.284523;0.550037;0.496658;0.448641;0.463413;0.510472;0.526021;0.503012;0.491251;0.565303;0.576542;0.524018;0.483802;0.572016;0.577723;0.524506;0.469065;0.557382;0.559462;0.529387;0.507414;0.539361;0.551936;0.474371;0.443144;0.423841;0.448992;0.493358;0.356720;0.596983;0.439177;0.540474;0.550511;0.549056;0.551479;0.526694;0.543327;0.536711;0.541252;0.596609;0.543787;0.505160;0.556588;0.483029;0.462443;0.468776;0.518811;0.536716;0.477798;0.549803;0.600522;0.566745;0.495580;0.486411;0.482043;0.502789;0.531572;0.585632;0.551333;0.574948;0.546248;0.546398;0.546869;0.514790;0.586496;0.433368;0.425198;0.455413;0.433091;0.406515;0.415024;0.558566;0.527530;0.519487;0.538867;0.510551;
probe\\IMG_004_R_1;0.637966;0.633502;0.541922;0.500430;0.640406;0.647205;0.612781;0.578786;0.404141;0.623397;0.637397;0.610366;0.661721;0.665496;0.661659;0.665768;0.445214;0.495847;0.544331;0.664201;0.440471;0.521118;0.690947;0.655129;0.326863;0.437982;0.627140;0.380754;0.612165;0.521205;0.648809;0.618400;0.566177;0.628858;0.635322;0.620000;0.545157;0.516616;0.672358;0.670743;0.627925;0.645744;0.675337;0.656962;0.684326;0.634856;0.595507;0.550602;0.347827;0.555253;0.557323;0.662645;0.645069;0.355906;0.430865;0.427706;0.678330;0.670754;0.554059;0.576011;0.658762;0.606091;0.622311;0.608871;0.605279;0.561958;0.627530;0.628118;0.703155;0.608957;0.593358;0.498106;0.415833;0.529571;0.611697;0.583247;0.474613;0.293462;0.632322;0.525514;0.523341;0.526914;0.556630;0.580826;0.563932;0.545687;0.622837;0.661666;0.574736;0.507156;0.675320;0.641816;0.618898;0.553645;0.626094;0.623354;0.651128;0.587354;0.635010;0.682617;0.536658;0.517064;0.461201;0.502664;0.557857;0.401896;0.706208;0.474671;0.655503;0.655451;0.600569;0.611279;0.609680;0.619399;0.635135;0.632955;0.714855;0.646005;0.589633;0.641707;0.508269;0.505133;0.541402;0.577284;0.616865;0.577995;0.669906;0.693706;0.634756;0.540907;0.532990;0.557777;0.609382;0.650406;0.660544;0.638424;0.663217;0.617695;0.628097;0.615156;0.618271;0.699486;0.458094;0.463164;0.516751;0.469240;0.463308;0.466027;0.682297;0.636126;0.613145;0.648559;0.554443;
probe\\IMG_005_L_1;0.692903;0.718205;0.598225;0.589329;0.685127;0.678452;0.657229;0.636655;0.550391;0.715141;0.708347;0.720022;0.687887;0.706979;0.711039;0.705849;0.581612;0.589957;0.611215;0.690046;0.539296;0.596631;0.700357;0.693357;0.495039;0.563322;0.678292;0.508561;0.660746;0.583755;0.773781;0.742881;0.633796;0.704609;0.714069;0.656058;0.642702;0.620246;0.753513;0.718357;0.688889;0.667654;0.736758;0.730005;0.739342;0.675913;0.656938;0.619874;0.510980;0.707476;0.664543;0.685325;0.702208;0.469637;0.568654;0.535061;0.688985;0.707690;0.703347;0.695515;0.666356;0.642351;0.699296;0.669066;0.709769;0.675722;0.708498;0.719340;0.721924;0.678607;0.692283;0.581128;0.527696;0.619556;0.614621;0.601089;0.583803;0.458852;0.670454;0.622860;0.585388;0.597985;0.681247;0.680638;0.653190;0.639823;0.736919;0.719840;0.643914;0.597543;0.684322;0.731066;0.634512;0.616043;0.696230;0.714592;0.627959;0.613972;0.674275;0.690931;0.615839;0.619431;0.576965;0.556808;0.596667;0.532319;0.733027;0.557029;0.667273;0.683518;0.671032;0.654098;0.672648;0.644737;0.691072;0.690075;0.737931;0.674832;0.691521;0.703521;0.618892;0.611937;0.635180;0.645626;0.693061;0.628947;0.675667;0.719507;0.726153;0.621730;0.600503;0.590345;0.647106;0.675496;0.757646;0.703275;0.768812;0.732721;0.652660;0.647021;0.633142;0.735956;0.586745;0.605499;0.602363;0.581666;0.591343;0.582851;0.682531;0.662293;0.668345;0.691705;0.673916;
